path,detector,num_features,r_min,r_max,r_mean,r_std
photos/edited_JPEG/image_2.jpg,SIFT,22405,0.013333357870578766,0.0781414583325386,0.02231855517462365,0.008755296109767628
photos/edited_JPEG/image_2.jpg,BRISK,22066,8.0,136.98394775390625,44.09696097453053,13.874542026861333
photos/edited_JPEG/image_2.jpg,ORB,115577,-6.418269185815006e-05,0.0010116297053173184,2.5629690760618198e-05,4.108388837073394e-05
photos/edited_JPEG/image_2.jpg,AKAZE,24726,0.0010000003967434168,0.03700631856918335,0.002937961566466811,0.0024986475337646706
photos/edited_JPEG/image_12.jpg,SIFT,69715,0.013333338312804699,0.07778339833021164,0.02214003137558568,0.008215919551207285
photos/edited_JPEG/image_12.jpg,BRISK,63548,8.55555534362793,142.91111755371094,44.79812113508041,14.046431042121746
photos/edited_JPEG/image_12.jpg,ORB,284944,-0.00012751850590575486,0.0010383641347289085,3.451176854847827e-05,4.813250175412892e-05
photos/edited_JPEG/image_12.jpg,AKAZE,58915,0.001000022515654564,0.029013702645897865,0.002659875602254077,0.002050431880709214
photos/edited_JPEG/image_24.jpg,SIFT,156647,0.013333501294255257,0.0714067742228508,0.023019563991443757,0.008299173373201685
photos/edited_JPEG/image_24.jpg,BRISK,151492,8.55555534362793,127.98844909667969,45.08711552531801,13.291651860665036
photos/edited_JPEG/image_24.jpg,ORB,641311,-0.00010904114606091753,0.0008931878837756813,3.94796893714034e-05,4.6408275989817934e-05
photos/edited_JPEG/image_24.jpg,AKAZE,98602,0.0010000010952353477,0.023564554750919342,0.0026433175623736,0.0018274075238940025
photos/edited_JPEG/image_23.jpg,SIFT,35344,0.013333747163414955,0.08307864516973495,0.02027678245131197,0.007974236511121434
photos/edited_JPEG/image_23.jpg,BRISK,22808,11.11111068725586,137.6857147216797,44.347567220271074,14.748772058382038
photos/edited_JPEG/image_23.jpg,ORB,125885,-0.00021316581114660949,0.0012290541781112552,2.3595450896987845e-05,4.40042125622941e-05
photos/edited_JPEG/image_23.jpg,AKAZE,30154,0.0010000292677432299,0.03787817060947418,0.0026530178435993507,0.0024809079699214145
photos/edited_JPEG/image_20.jpg,SIFT,54763,0.013333487324416637,0.08693132549524307,0.02273143794652335,0.009563930486784392
photos/edited_JPEG/image_20.jpg,BRISK,57127,5.0,168.4088897705078,46.31027966539611,16.933655450050235
photos/edited_JPEG/image_20.jpg,ORB,270483,-0.0004244149604346603,0.002384228864684701,3.9157300072573375e-05,7.867490372824828e-05
photos/edited_JPEG/image_20.jpg,AKAZE,38974,0.0010000166948884726,0.03428246080875397,0.0029643018053972987,0.002700060034770145
photos/edited_JPEG/image_14.jpg,SIFT,61308,0.01333357859402895,0.07531753927469254,0.02290252686202088,0.008698469462570087
photos/edited_JPEG/image_14.jpg,BRISK,60384,7.777777671813965,143.4081573486328,46.08738044888239,14.870224594644151
photos/edited_JPEG/image_14.jpg,ORB,258293,-0.00012504044570960104,0.0010551343439146876,3.9329025520171814e-05,5.254481020868502e-05
photos/edited_JPEG/image_14.jpg,AKAZE,56706,0.00100000633392483,0.03331229090690613,0.002855478382237413,0.002283725689268592
photos/edited_JPEG/image_4.jpg,SIFT,29312,0.013333463110029697,0.08356690406799316,0.02140761947645155,0.008297091168315836
photos/edited_JPEG/image_4.jpg,BRISK,27089,7.44444465637207,152.7113037109375,43.51168076398563,13.886103645205985
photos/edited_JPEG/image_4.jpg,ORB,150710,-8.277887536678463e-05,0.002262453082948923,2.2824209096277538e-05,4.4043032307189996e-05
photos/edited_JPEG/image_4.jpg,AKAZE,23962,0.0010000611655414104,0.03557055816054344,0.0026701147980580627,0.0022791982244675757
photos/edited_JPEG/image_16.jpg,SIFT,21081,0.013333442620933056,0.0892077386379242,0.019513813177977457,0.007099878632634604
photos/edited_JPEG/image_16.jpg,BRISK,16092,13.333333015441895,185.31390380859375,41.10325389070769,12.759758822680016
photos/edited_JPEG/image_16.jpg,ORB,113451,-4.4530926970764995e-05,0.0024441746063530445,1.4234322335621602e-05,4.039522728615618e-05
photos/edited_JPEG/image_16.jpg,AKAZE,12056,0.0010000155307352543,0.03451778367161751,0.002215502649705113,0.001991397218361076
photos/edited_JPEG/image_3.jpg,SIFT,36070,0.013333436101675034,0.08046767115592957,0.022811554297717043,0.009133155394127757
photos/edited_JPEG/image_3.jpg,BRISK,36322,11.777777671813965,158.51318359375,46.415927088357144,15.710084203736539
photos/edited_JPEG/image_3.jpg,ORB,165420,-0.0002128456108039245,0.0014386422699317336,3.591765138224157e-05,6.092953911475768e-05
photos/edited_JPEG/image_3.jpg,AKAZE,26157,0.0010000112233683467,0.024996604770421982,0.0028999536172840935,0.0022988012316366006
